English,Predicted_Spanish
"We warn that this coalition, if it is formed today, unacceptably legitimises the extreme right, directly in contradiction with the principles of peace and reconciliation, which bring us together in this European Union.","Advertimos que esta coalición, si se forma hoy, legitima de manera inaceptable a la extrema derecha, en clara contradicción con los principios de paz y reconciliación que nos unen en esta Unión Europea."
For this Union of ours is not a grouping of neighbouring nation states who are simply coming to mutual arrangements to improve their collective circumstances.,Para esta Unión nuestra no es una agrupación de Estados nación vecinos que simplemente están llegando a arreglos mutuos para mejorar sus circunstancias colectivas.
This concerns the most serious political problem we have had to face in recent times - the problem of Austria.,Esto concierne al problema político más serio que hemos tenido que enfrentar en tiempos recientes: el problema de Austria.
"It is not, therefore, perhaps so strange that the euro is continuing to lose ground to other currencies, in spite of rumours to the effect that the European Central Bank is purchasing the euro on the quiet in order to support it.","No se aleja, por tanto, quizá, tanto que sea extraño que el euro siga perdiendo terreno frente a otras monedas, a pesar de los rumores de que el Banco Central Europeo esté comprando el euro discretamente para apoyarlo."
"The availability of unskilled, temporary and seasonal work is very important in some of the economic areas of the Community.","La disponibilidad de trabajo no calificado, temporal y estacional es muy importante en algunas de las áreas económicas de la Comunidad."
"Before 24 March we will therefore have established this timetable so that the General Affairs Council can, on this date, do its job and do it well.","Antes del 24 de marzo habremos establecido este horario para que el Consejo de Asuntos Generales pueda, en esta fecha, hacer su trabajo y hacerlo bien."
"Mr President, it has already been said that, after a war which engulfed the country in misery, Mozambique is now facing a natural disaster of terrifying proportions.","Señor Presidente, ya se ha dicho que, después de una guerra que sumió al país en la miseria, Mozambique ahora se enfrenta a un desastre natural de proporciones aterradoras."
"From that standpoint, Aphrodite' s island, as Cyprus is known, and the pirates' island, as we islanders say of Malta with great affection, are two jewels which should be welcomed into the European Union without delay.","Desde ese punto de vista, la isla de Afrodita, como se conoce a Chipre, y la isla de los piratas, como decimos nosotros los isleños de Malta con gran afecto, son dos joyas que deberían ser bienvenidas en la Unión Europea sin demora."
"In essence, we are, of course, in favour of this LEADER + Community Initiative.","En esencia, claro que estamos a favor de esta Iniciativa Comunitaria LEADER."
"Thirdly, referring to the earlier discussion on the collection of fisheries data, I very much hope that the Commission will engage in projects and studies looking at aquaculture in the environmental context but I believe that is the way forward in relation to the environment, not the way that is suggested in Amendments 7 to 13, and I hope honourable Members will reject them.","Tercero, refiriéndome a la discusión anterior sobre la recopilación de datos pesqueros, espero sinceramente que la Comisión participe en proyectos y estudios sobre la acuicultura en el contexto ambiental, ya que creo que ese es el camino a seguir en relación con el medio ambiente, no la forma sugerida en las enmiendas 7 a 13, y espero que los honorables Miembros las rechacen"
"In all modesty, I would claim that this is something that documents that the Commission is willing to walk or fly the extra mile in order to ensure coherence between the perspective of development cooperation and the perspective of trade interests.","Con toda modestia, afirmaría que esto es algo que documenta que la Comisión está dispuesta a ir más allá para asegurar la coherencia entre la perspectiva de la cooperación al desarrollo y la perspectiva de los intereses comerciales."
"On behalf of the combined European right, I must say to you, Mr Solana, as High Representative for Common Foreign and Security Policy, we do not have confidence in you.","En nombre de la derecha europea combinada, debo decirle, Sr. Solana, en su calidad de Alto Representante para la Política Exterior y de Seguridad Común, que no tenemos confianza en usted."
"A solution is needed to the Palestinian refugee problem - these are the largest group of refugees in the world, numbering nearly 5 million people - an indication of the enormous challenges ahead.","Una solución es necesaria para el problema de los refugiados palestinos: son el grupo de refugiados más grande del mundo, con casi 5 millones de personas, lo que indica los enormes desafíos que se avecinan."
"Firstly there is the question as to what this directive is actually designed to achieve, that is achieve in the real sense.","The closest translation from the vector database is: ""En primer lugar está la pregunta de qué se pretende lograr realmente con esta directiva, es decir, lograr en el sentido real.""

Using the context provided, the translation of the text ""Firstly there is the question as to what this directive is actually designed to achieve, that is achieve in the real sense."" to Spanish would be: ""En primer lugar está la pregunta sobre para qué está realmente diseñada esta directiva, es decir"
"Between these three programmes there must be a clear demonstration of the commitment of the EU to promoting cross-border development, combating the problems of long-term unemployment and supporting rural development schemes.","Entre estos tres programas debe haber una clara demostración del compromiso de la UE para promover el desarrollo transfronterizo, combatir los problemas del desempleo a largo plazo y apoyar esquemas de desarrollo rural."
"We think LEADER + will be even more ineffectual than LEADER 1 and LEADER 2, for the following reasons.","Creemos que LEADER + será aún más ineficaz que LEADER 1 y LEADER 2, por las siguientes razones."
"We accept that the agreement should to a certain extent serve as an example for other such agreements, although obviously we will also want to take account of the fact that we are dealing with different countries, each of which has its own identity and its own concerns.","Aceptamos que el acuerdo debe servir en cierta medida como un ejemplo para otros acuerdos similares, aunque obviamente también querremos tener en cuenta el hecho de que estamos tratando con diferentes países, cada uno de los cuales tiene su propia identidad y sus propias preocupaciones."
"That was a point made very forcibly by the leader of my group, Mr Poettering, in his opening address.","Esa fue una idea enfatizada con mucha fuerza por el líder de mi grupo, el Sr. Poettering, en su discurso de apertura."
"It is the result, first and foremost, of the ghettoisation and exploitation of immigrant labour.","Es el resultado, ante todo, de la guetización y explotación del trabajo inmigrante."
This text says nothing about the major democratic and political problems involving monetary union and the European Central Bank. This is untenable.,Este texto no habla de los principales problemas democráticos y políticos relacionados con la unión monetaria y el Banco Central Europeo. Esto es insostenible.
The Commission is committed to liberalisation because experience has shown that the old monopolies are unable to provide the efficient service which a modern society expects.,La Comisión se compromete con la liberalización porque la experiencia ha demostrado que los antiguos monopolios no pueden proporcionar el servicio eficiente que una sociedad moderna espera.
President. I have received several proposed amendments relating to the topical and urgent subjects of major importance.,"""President. He recibido varias enmiendas propuestas relacionadas con los temas actuales y urgentes de gran importancia."""
"That is what the debate we are having is all about, on the subject of which I have this to say to you: we need more freedom and less state intervention.","Eso es de lo que se trata el debate que estamos teniendo, sobre el cual tengo esto que decirte: necesitamos más libertad y menos intervención estatal."
"Any country which began to make difficulties would incur a responsibility for the currency, and that country would be accountable, both morally and economically, if its actions were to contribute to a delay.","Cualquier país que comenzara a presentar dificultades incurriría en una responsabilidad hacia la moneda, y ese país sería responsable, tanto moral como económicamente, si sus acciones contribuyeran a un retraso."
"I am referring ,of course, to the statement made by the Commission on 1 February 2000, the basic elements of which I would like to restate.","I am referring to the statement made by the Commission on 1 February 2000, the basic elements of which I would like to restate.
Estoy haciendo referencia, por supuesto, a la declaración hecha por la Comisión el 1 de febrero de 2000, cuyos elementos básicos me gustaría reiterar."
"Thank you very much, Commissioner Fischler.","¡Muchas gracias, Comisario Fischler!

Would you like me to translate the English text ""Thank you very much, Commissioner Fischler."" into Spanish for you?"
"Madam President, I would like to say that the agreement reached in September distinguished this debate from the annual presentation of the Commission' s legislative programme.","Señora Presidenta, me gustaría decir que el acuerdo alcanzado en septiembre distinguió este debate de la presentación anual del programa legislativo de la Comisión."
"This requires a clear example to be set by Commissioners and senior staff as well as adequate training and secondly, by reinforcing the existing mechanisms for dealing with fraud.","Esto requiere que los Comisionados y el personal senior establezcan un ejemplo claro, así como un entrenamiento adecuado y, en segundo lugar, refuercen los mecanismos existentes para hacer frente al fraude."
"At the moment, the question of congestion of air and roads is the fundamental problem.","En este momento, la cuestión de la congestión del aire y de las carreteras es el problema fundamental."
"They have to be reconverted into active models of welfare focused on encouraging all those people who can, to do, and those who cannot, to continue to be protected.","""Tienen que ser reconvertidos en modelos activos de bienestar centrados en fomentar a todas aquellas personas que pueden hacerlo, y a aquellos que no pueden, para que sigan protegidos."""
Parliament requires a code of conduct for Commissioners and Cabinets.,El Parlamento requiere un código de conducta para los Comisionados y Gabinetes.
(The sitting was closed at 11.55 p.m.),La sesión fue cerrada a las 11.55 p.m.
"Moreover, this initiative is consistent with recommendations made by Parliament itself in its resolution of 18 November.","Además, esta iniciativa es coherente con las recomendaciones efectuadas por el Parlamento en su resolución del 18 de noviembre."
"Clear priorities, focus, and, above all, communication with society to inform them of what we are up to, are the key goals.","Objetivos clave: claridad en las prioridades, enfoque, y, sobre todo, comunicación con la sociedad para informarles de lo que estamos haciendo."
"Furthermore, he considers that ""genetically modified additives shall be clearly identified as such on any label or any document, official or otherwise, which is affixed to or accompanies the additive"" .","Además, considera que ""los aditivos genéticamente modificados deben identificarse claramente como tales en cualquier etiqueta o documento, oficial o no, que se adjunte al aditivo""."
"The report of the Commission presents an assessment of the current economic position of the European economy which it finds promising, especially in terms of the recent recovery of economic growth expected to lead to a reduction of unemployment to 8% by the year 2001.","El informe de la Comisión presenta una evaluación de la actual situación económica de la economía europea, la cual considera prometedora, especialmente en términos de la reciente recuperación del crecimiento económico que se espera lleve a una reducción del desempleo al 8% para el año 2001."
"Europe must pass legislation at the earliest possible opportunity and investigate the matter of this wreck thoroughly, but, in the meantime, the Commission must, as a matter of urgency, harness European funds to aid the businesses affected in order to deal with the wreck, clean up the coastline, increase the capacity of waste storage facilities, ensure that waste is processed or recycled, and set up a research programme into the recovery of oil spilt at sea.","Europa debe aprobar legislación en la primera oportunidad posible e investigar a fondo el asunto de este naufragio, pero, mientras tanto, la Comisión debe, como una cuestión urgente, movilizar fondos europeos para ayudar a las empresas afectadas con el fin de hacer frente al naufragio, limpiar la costa, aumentar la capacidad de las instalaciones de almacenamiento de desechos, garantizar que los desechos sean"
"The applicant States ought not merely to tag along behind but, instead, share the EU' s ambition of becoming a world leader in the communications field.","Los Estados solicitantes no deben simplemente seguir a la zaga, sino más bien compartir la ambición de la UE de convertirse en líder mundial en el campo de las comunicaciones."
The fourth group is legal certainty.,El cuarto grupo es la certeza legal.
Examples have been given in Spain of Michelin and ABB-Alsthom and my colleagues will give examples for Italy.,Ejemplos se han dado en España de Michelin y ABB-Alsthom y mis colegas darán ejemplos para Italia.
You have set a very good example of time-keeping today.,Has establecido un muy buen ejemplo de puntualidad hoy.
I support the principle of liberalising and the right of everybody to compete and I recognise the benefits that common regulation and liberalisation has brought over the years.,"Apoyo el principio de la liberalización y el derecho de todos a competir, y reconozco los beneficios que la regulación común y la liberalización han aportado a lo largo de los años."
"Please note that Mr Michel Raymond, Mr Jean Saint-Josse and I voted against this amendment.","Por favor, tenga en cuenta que el Sr. Michel Raymond, el Sr. Jean Saint-Josse y yo votamos en contra de esta enmienda."
"The concerted actions of the United Nations institutions have played an important role here, as has the Bretton Woods system.","Las acciones concertadas de las instituciones de las Naciones Unidas han desempeñado un papel importante aquí, al igual que el sistema de Bretton Woods."
I have not attended a single forum of specialists in competition law which has not requested a change to the system.,No he asistido a un solo foro de especialistas en derecho de la competencia en el que no se haya solicitado un cambio en el sistema.
"We are now dealing with the stabilisation and association agreements, that is to say a medium-term issue.","Estamos ahora tratando con los acuerdos de estabilización y asociación, es decir, un asunto a medio plazo."
"However, before the elections we - the Council, the Commission, Parliament, the press, unions and companies that is - worked towards making the Europe we have today more comprehensible to the citizens.","Sin embargo, antes de las elecciones, nosotros - el Consejo, la Comisión, el Parlamento, la prensa, los sindicatos y las empresas - trabajamos para hacer que la Europa que tenemos hoy sea más comprensible para los ciudadanos."
That shows that competition really is working.,Eso demuestra que la competencia realmente está funcionando.
"On one of my many visits to the area, I have seen flowers and strawberries rotting, lying in the streets of Gaza and being eaten by the donkeys while their Palestinian producers look on helplessly in despair.","En una de mis muchas visitas a la zona, he visto flores y fresas podridas, tiradas en las calles de Gaza y siendo devoradas por los burros mientras sus productores palestinos miran impotentes y desesperados."
The fact that the convention has not been turned into a framework agreement also constitutes a defeat for this Parliament.,El hecho de que la convención no se haya convertido en un acuerdo marco también constituye una derrota para este Parlamento.
Can you say whether you will indeed raise this point as well?,¿Puedes decir si de verdad también vas a plantear este punto?
"It pertains, among other things, to notifications, information exchanges, the temporary transfer of detainees, the restitution of property, testimonies via video conferences, investigative activities and 'undercover' activities, and the interception of telephone calls.","Se refiere, entre otras cosas, a notificaciones, intercambios de información, la transferencia temporal de detenidos, la restitución de propiedades, testimonios a través de videoconferencias, actividades de investigación y actividades encubiertas, y la interceptación de llamadas telefónicas."
We European Socialists are in favour of a market economy with a social purpose.,"Nosotros, los Socialistas Europeos, estamos a favor de una economía de mercado con un propósito social."
"If we slide away from the common position and try to divide the recycling costs, we will be creating a loophole: we will not have created a rational, clear system in which the division of responsibilities is in order.","Si nos alejamos de la posición común y tratamos de dividir los costos de reciclaje, estaremos creando un vacío legal: no habremos creado un sistema racional y claro en el que la división de responsabilidades esté en orden."
The sixth periodical report gives a basis for assessing the implementation of the Union' s regional policy aims.,El sexto informe periódico proporciona una base para evaluar la implementación de los objetivos de política regional de la Unión.
"In my opinion, the best thing the Council could do would be to cease occupying that part of Yugoslavia and search for a solution acceptable to all sides, with respect for the various national characteristics in the area and especially respect for the principle of non-intervention in the internal affairs of another, independent country.","En mi opinión, lo mejor que el Consejo podría hacer sería dejar de ocupar esa parte de Yugoslavia y buscar una solución aceptable para todas las partes, con respeto a las diversas características nacionales en la región y especialmente respetando el principio de no intervención en los asuntos internos de otro país independiente."
"I would just like to underline this - the situation is, of course, a little precarious - Parliament has, for the sake of convenience and safety, placed the EQUAL programme on the back burner for the time being, so that Parliament has yet to be persuaded of the way the funds are to be distributed.","Me gustaría subrayar esto: la situación es, por supuesto, un poco precaria - el Parlamento ha puesto el programa EQUAL en espera por conveniencia y seguridad, por lo que aún no ha convencido sobre la forma en que se distribuirán los fondos."
"For all these reasons, the French delegation of the UEN Group could not approve the McCarthy report.","Por todas estas razones, la delegación francesa del Grupo UEN no pudo aprobar el informe McCarthy."
"Your Parliament, may I suggest, Madame President, should wait to see if the party of Haider has an effect on the policies of that country.","Su Parlamento, permítame sugerir, Señora Presidenta, debería esperar para ver si el partido de Haider tiene algún efecto en las políticas de ese país."
"(FR) Madam President, ladies and gentlemen, Commissioners and members of the Committee on Regional Policy, Transport and Tourism, I was given the task of drawing up the European Parliament' s report on the Community Initiative Programme INTERREG III.","(ES) Señora Presidenta, señoras y señores, Comisarios y miembros de la Comisión de Política Regional, Transporte y Turismo, me encargaron la tarea de redactar el informe del Parlamento Europeo sobre el Programa de Iniciativa Comunitaria INTERREG III."
"We have made a start, and we hope the work will produce some excellent results.",Hemos comenzado y esperamos que el trabajo produzca resultados excelentes.
"If you are, when exactly are you going to do it?","The closest translation from the vector database is: ""Si estás, ¿cuándo exactamente lo vas a hacer?"". Based on this, I can provide a translation of the following English text to Spanish: ""Si estás, ¿cuándo exactamente lo vas a hacer?"""
That is what we expect of you in the next five years.,Eso es lo que esperamos de ti en los próximos cinco años.
"I shall, I assure you, Mr Heaton-Harris, pay particular attention to the show of hands.","Voy a, te lo aseguro, Mr Heaton-Harris, prestar especial atención al levantamiento de manos.

Now, I will translate the text ""I shall, I assure you, Mr Heaton-Harris, pay particular attention to the show of hands"" into Spanish: 

""Yo me aseguraré, señor Heaton-Harris, de prestar especial atención al levantamiento de manos""."
We ask the Commission to look again at these proposals.,Le pedimos a la Comisión que revise nuevamente estas propuestas.
"Yet, through LEADER, there can be no doubting its effectiveness as an integral part of broader EU and national policy.","Sin embargo, a través de LEADER, no se puede dudar de su efectividad como parte integral de la política más amplia de la UE y nacional."
"Of 47 states invited from all corners of the world, not one of them, however, is an Arab state included in the EU' s Barcelona process.","De los 47 estados invitados de todos los rincones del mundo, ninguno de ellos, sin embargo, es un estado árabe incluido en el proceso de Barcelona de la UE."
"Nevertheless, the European Parliament must retain the right to be informed and where appropriate also to react.","Sin embargo, el Parlamento Europeo debe conservar el derecho a ser informado y, cuando corresponda, también a reaccionar."
"These recommendations concerned the need for effective coordination of the Union' s economic policies and the need to overcome the way that economic policy is managed separately from social policy, which has hitherto been a serious barrier to the definition of a coherent strategy for fighting unemployment and moving towards full employment.","Las recomendaciones se refirieron a la necesidad de una coordinación efectiva de las políticas económicas de la Unión y la necesidad de superar la forma en que la política económica se gestiona de forma separada de la política social, lo que hasta ahora ha sido un grave obstáculo para la definición de una estrategia coherente para combatir el desempleo y avanzar hacia el pleno empleo."
"It should, therefore, not surprise us that water is the cause of wars.","No, the given translation is not correct. Here is the correct translation of the English text into Spanish:

Por lo tanto, no debería sorprendernos que el agua sea la causa de las guerras."
My feeling in this respect is that only a Council Regulation can provide the necessary legal certainty and ensure an official ban on any aid not covered by the code.,Mi opinión al respecto es que solo un Reglamento del Consejo puede proporcionar la certeza legal necesaria y garantizar una prohibición oficial de cualquier ayuda no cubierta por el código.
I share the wide-spread concern that we should treat each country on its merits and not shackle everyone to the pace of the slowest in the development of relations with the Union.,Comparto la preocupación generalizada de que deberíamos tratar a cada país según sus méritos y no encadenar a todos al ritmo del más lento en el desarrollo de las relaciones con la Unión.
"I call upon you, ladies and gentlemen, to support me in bringing home to the Commission the fact that what most Brussels offices are lacking is not so much the wherewithal for providing aid as the good will.","Me dirijo a ustedes, damas y caballeros, para pedirles que me apoyen en dejar en claro ante la Comisión que lo que más escasea en la mayoría de las oficinas de Bruselas no es tanto los medios para brindar ayuda como la buena voluntad."
It is simply a budgetary policy which can be coherent with price stability but which also allows us to have an appropriate monetary policy which contributes to growth.,"Es simplemente una política presupuestaria que puede ser coherente con la estabilidad de precios, pero que también nos permite tener una política monetaria apropiada que contribuye al crecimiento."
"On the other hand, the Portuguese Presidency will continue, if and when the new WTO round begins within its term of office, which is by no means guaranteed, to ensure that the presence of Community production on international markets is strengthened. It will also continue to ensure a greater balance between exported Community farm products and preserving the multifunctional European agriculture to which I have just referred.","Por otro lado, la Presidencia portuguesa seguirá, si y cuando la nueva ronda de la OMC comience durante su mandato, lo cual no está garantizado en absoluto, para garantizar que la presencia de la producción comunitaria en los mercados internacionales se fortalezca. También seguirá asegurando un mayor equilibrio entre los productos agrícolas de la Comunidad exportados y preservando la agricultura europea"
"The Commission is allocating 67 million pounds towards the INTERREG III programme, which will be spent on continuing the development of cross-border economic projects between the Republic of Ireland and Northern Ireland.","La Comisión está asignando 67 millones de libras al programa INTERREG III, que se destinará a continuar el desarrollo de proyectos económicos transfronterizos entre la República de Irlanda e Irlanda del Norte."
(DA) The European project began as a partnership between States.,El proyecto europeo comenzó como una asociación entre Estados.
"Third point: interregional cooperation, the importance of strand C. The Commission shares the observations made by this House regarding the importance of strand C, interregional cooperation.","Tercer punto: cooperación interregional, la importancia del eje C. La Comisión comparte las observaciones hechas por esta Cámara sobre la importancia del eje C, la cooperación interregional."
I believe that Mrs Theato' s report and her proposal can help to reverse this very process and to make clear that the European institutions take steps to ensure that European money is employed in a targeted manner and that no fraud is perpetrated here.,Creo que el informe de la Sra. Theato y su propuesta pueden ayudar a revertir este mismo proceso y a dejar claro que las instituciones europeas toman medidas para garantizar que el dinero europeo se utilice de manera específica y que no se cometa fraude aquí.
"An essential component of this joint effort should, in any case, be this Parliament' s right of assent to the forthcoming changes to the Treaty.","Un componente esencial de este esfuerzo conjunto debería ser, en cualquier caso, el derecho de asentimiento de este Parlamento a los próximos cambios en el Tratado."
"The studies have been the object of some criticism, especially on the part of the public postal services.","Los estudios han sido objeto de algunas críticas, especialmente por parte de los servicios postales públicos."
"With liberalisation, how will it be possible for the universal postal service to be funded and to operate correctly in a country such as my own, Greece, with its particular geographical features and its numerous, small but inhabited islands?","Con la liberalización, ¿cómo será posible financiar y operar correctamente el servicio postal universal en un país como el mío, Grecia, con sus características geográficas particulares y sus numerosas islas pequeñas pero habitadas?"
"Apparently, the postal service is a very strong lobby and rightly so.","""Según parece, el servicio postal es un grupo de presión muy fuerte y con razón.""

Would you like me to assist you with anything else?"
"Currently, both sides seem to have accepted that nothing will be agreed until everything is agreed.","Actualmente, ambas partes parecen haber aceptado que nada se acordará hasta que todo se acuerde."
"It is minimalist on a number of points, especially with regard to the dates of entry into force of far too many provisions and the number of, and conditions for, implementing the derogations.","Es minimalista en varios aspectos, especialmente en lo que respecta a las fechas de entrada en vigor de demasiadas disposiciones y al número, y condiciones para implementar las derogaciones."
"Even a small tax would have serious repercussions on the capital markets, because this sort of speculation tax would reduce the profitability of investments considerably.","""Incluso un pequeño impuesto tendría serias repercusiones en los mercados de capitales, porque este tipo de impuesto a la especulación reduciría considerablemente la rentabilidad de las inversiones."""
"But I believe that we should do all we can to keep the transport of dangerous goods to a minimum, in all countries, whether they are transit countries or not.","However, I believe that we should do everything possible to minimize the transport of dangerous goods in all countries, whether they are transit countries or not. 

Here is the translation in Spanish: ""Sin embargo, creo que debemos hacer todo lo posible para minimizar el transporte de productos peligrosos en todos los países, ya sean países de tránsito o no."""
The virus is known not to survive above 25o Celsius and scientists have therefore agreed that no threat to human health exists; it simply cannot survive in warm-blooded creatures.,"El virus se sabe que no sobrevive por encima de 25 grados Celsius y, por lo tanto, los científicos han acordado que no existe ninguna amenaza para la salud humana; simplemente no puede sobrevivir en criaturas de sangre caliente."
"Today, the Dineh Indians are facing their final fight for their right to land, for their right to dignity and, above all, for their right to their way of life.","Hoy, los indígenas Dineh están enfrentando su lucha final por su derecho a la tierra, por su derecho a la dignidad y, sobre todo, por su derecho a su forma de vida."
You spoke in your paper of decentralisation and subsidiarity.,Habló en su trabajo sobre descentralización y subsidiariedad.
"Moreover, we are asking the Russian authorities to provide immediate clarification of conditions in the so-called detention centres, and remind them that those responsible for any arbitrary detention, maltreatment or killing of civilians are laying themselves open to accusations of crimes against humanity.","Además, estamos pidiendo a las autoridades rusas que proporcionen una aclaración inmediata de las condiciones en los llamados centros de detención, y recordarles que quienes sean responsables de cualquier detención arbitraria, maltrato o asesinato de civiles se exponen a acusaciones de crímenes contra la humanidad."
"If not, then we will proceed to the vote.","In that case, we will proceed to the vote."
"Lastly, will we be able to recognise when this principle has been applied in legislation?","The closest translation from the vector database is: ""Por último, ¿podremos reconocer cuándo este principio ha sido aplicado en la legislación?""

Using this as context, the translation of the text ""Lastly, will we be able to recognise when this principle has been applied in legislation?"" into Spanish is: ""Por último, ¿podremos reconocer cuándo este principio ha sido aplicado en la legislación?"""
The Commission' s programme shows a disturbing complacency about the completion of the internal market.,El programa de la Comisión muestra una inquietante complacencia sobre la culminación del mercado interior.
"All nations from within the confines of the ACP territory who can live up to the requirements of democracy, human rights, governance and an independent judiciary are, I am sure, welcome.","Todas las naciones dentro de los límites del territorio ACP que puedan cumplir con los requisitos de democracia, derechos humanos, gobernanza y un poder judicial independiente, son, estoy seguro, bienvenidas."
"It is time that shipping safety within the Community was tightened up and that greater controls were introduced, including bringing an end to the use of flags of convenience which is also increasingly resorted to in the fisheries sector.","Es hora de que se refuercen la seguridad marítima dentro de la Comunidad y se introduzcan mayores controles, incluido poner fin al uso de los pabellones de conveniencia, que también se recurre cada vez más en el sector pesquero."
I can partly accept Amendment No 11.,Puedo aceptar parcialmente la Enmienda N.º 11.
"We can never talk enough about the difficulties experienced in the past by maritime and landlocked border regions which have been cut off economically, socially and culturally.","No tengo acceso a una base de datos de vectores de traducción. A continuación, te proporciono la traducción al español del texto que has provisto: ""Nunca podemos hablar lo suficiente sobre las dificultades experimentadas en el pasado por las regiones fronterizas marítimas y sin salida al mar que han sido aisladas económicamente, socialmente y culturalmente."""
"Madam President, Commissioner Patten, Mr Javier Solana, usted no es una persona loca, todo lo contrario (you are not mad, quite the opposite).","""Madam President, Commissioner Patten, Mr Javier Solana, usted no es una persona loca, todo lo contrario."""
"We consider that, given the hydrological characteristics of Spain, where transfers of a structural nature are carried out, the authorities of the country should make decisions with regard to its own resources, and these decisions should, of course, always be taken in accordance with the quest for cohesion and the rational use of water.","Consideramos que, dadas las características hidrológicas de España, donde se realizan transferencias de naturaleza estructural, las autoridades del país deben tomar decisiones con respecto a sus propios recursos, y estas decisiones deberían, por supuesto, tomarse siempre de acuerdo con la búsqueda de cohesión y el uso racional del agua."
"It means the reform of the United Nations and the international financial institutions, for which Europe has an enormous responsibility.","Significa la reforma de las Naciones Unidas y las instituciones financieras internacionales, para las cuales Europa tiene una enorme responsabilidad."
That is why our Group supports positive action and only when women are fairly represented in positions of decision making will men also be fairly represented.,"Por eso nuestro Grupo apoya la acción positiva y solo cuando las mujeres estén representadas de manera justa en puestos de toma de decisiones, los hombres también serán representados de manera justa."
"Mrs Izquierdo Rojo, I would ask all of you - and do not take this as a warning - to deal with strictly Community matters.","Sra. Izquierdo Rojo, les pediría a todos ustedes, y no tomen esto como una advertencia, que se ocupen estrictamente de los asuntos de la Comunidad."
"It often looks as if men today, as in the past, always have the least defined qualifications.","Based on the provided context, the closest translation from the database is: 'A menudo parece como si los hombres de hoy, al igual que en el pasado, siempre tuvieran las calificaciones menos definidas.'

So, the translation of 'It often looks as if men today, as in the past, always have the least defined qualifications.' would be: 'A menudo parece como si los hombres de hoy, al igual que en el pasado, siempre tuvieran las calificaciones menos"
"I, together with the European Parliament' s Committee on Legal Affairs and the Internal Market, are therefore of the opinion that the Commission has chosen the right legal bases and that the opposite view, as expressed in the report produced by the Council' s Legal Service, is inappropriate.","Junto con la Comisión de Asuntos Jurídicos y Mercado Interior del Parlamento Europeo, consideramos que la Comisión ha elegido las bases legales adecuadas y que el punto de vista opuesto, expresado en el informe elaborado por el Servicio Jurídico del Consejo, no es apropiado."
"I am glad to see that the hope Mr Swoboda expressed in his report will be fulfilled early in March, i.e. that we will finally have an EU delegation there and that we, as the European Union, will finally have a greater role to play there.","Me alegra ver que la esperanza expresada por el Sr. Swoboda en su informe se cumplirá a principios de marzo, es decir, que finalmente tendremos una delegación de la UE allí y que nosotros, como la Unión Europea, finalmente tendremos un papel más importante que desempeñar allí."
"This issue can no longer be ignored by Parliament, the Council or the Commission.","Este asunto ya no puede ser ignorado por el Parlamento, el Consejo o la Comisión."
"Thanks to the agreement, it is possible to create a chain of legal assistance requests, whereby each link represents authorities and criminal law systems of different Member States.","Gracias a este acuerdo, es posible crear una cadena de solicitudes de asistencia legal, en la que cada eslabón representa a las autoridades y sistemas de derecho penal de diferentes Estados miembros."
Policy competition mainly occurs in the northern countries.,La competencia de políticas se produce principalmente en los países del norte.
I know that all the Institutions bear some responsibility for the increasing workload of the Commission and for some of the lack of resources.,Sé que todas las instituciones tienen cierta responsabilidad en la creciente carga de trabajo de la Comisión y en la falta de recursos.
"Ladies and gentlemen, the proposal for a directive does indeed, as many speakers have already said, represent an historic chance to simplify and improve the jumble of piecemeal EU regulations and directives and achieve a high level of environmental protection in Europe.","Señoras y señores, la propuesta de una directiva sí, como muchos oradores ya han dicho, representa una oportunidad histórica para simplificar y mejorar el revoltijo de regulaciones y directivas fragmentadas de la UE y lograr un alto nivel de protección ambiental en Europa."
The first one concerns the timescale of these important reforms.,La primera se refiere al calendario de estas importantes reformas.
There is nothing new in your work programme.,No hay nada nuevo en tu programa de trabajo.
"On behalf of the Commission, I would be more than happy to make myself available to Mr Karas in case he would like further information on this genuinely important point.","En nombre de la Comisión, estaría más que feliz de ponerme a disposición del Sr. Karas en caso de que desee obtener más información sobre este punto verdaderamente importante."
"To achieve that, the Council's guidelines must be implemented in their entirety.","Para lograrlo, las directrices del Consejo deben ser implementadas en su totalidad."
"Commissioner, Madam President, ladies and gentlemen, I can be quite frank in saying that I welcome the Council's common position on harmonising the training of safety advisers for the transport of dangerous goods by road, rail or inland waterway.","Comisaria, Señora Presidenta, damas y caballeros, puedo ser bastante franca al decir que acojo con agrado la posición común del Consejo sobre la armonización de la formación de asesores de seguridad para el transporte de mercancías peligrosas por carretera, ferrocarril o vías navegables interiores."
The Commission is currently carefully reviewing the United States' arguments.,La Comisión actualmente está revisando cuidadosamente los argumentos de Estados Unidos.
And therein lies the paradox.,"""And therein lies the paradox."" - ""Y ahí radica la paradoja.""

Please let me know if you need any more translations!"
The Commission is not putting all its cards on the table and is in that way repeating ancient practice on the part of the Commission.,La Comisión no está poniendo todas sus cartas sobre la mesa y de esa manera está repitiendo una práctica antigua por parte de la Comisión.
"Fourthly, increasing audiences for culture, with particular emphasis on attracting young people to culture and, fifthly, protecting the common cultural heritage on the European scale as well as the history of the peoples of Europe, and making them better known.","Cuarto, aumentar audiencias para la cultura, con especial énfasis en atraer a los jóvenes a la cultura y, en quinto lugar, proteger el patrimonio cultural común a escala europea, así como la historia de los pueblos de Europa, y darlos a conocer mejor."
